-0.030234513,0.039159292,0.001323009,0,111.5044248,0
-7.078333333,8.860166667,-0.538333333,0,112,112
-6.982,8.915,-0.577,0,117,117
-7.024285714,8.779571429,-0.756285714,0,136,136
-7.077666667,8.872916667,-0.672,0,137,137
-6.91875,8.88075,-0.7505,0,141,141
-6.958857143,8.949857143,-0.705428571,0,142,142
-7.114875,8.660875,-0.908875,0,156,156
-7.23,8.742,-0.914,0,157,157
-6.909333333,8.639,-0.908333333,0,160,160
-6.963833333,8.693055556,-0.893,0,161,161
-6.80175,8.73525,-0.9385,0,165,165
-6.83,8.851615385,-0.891923077,0,166,166
-7.137666667,8.671166667,-1.0805,0,181,181
-7.195,8.709,-1.188,0,182,182
-6.8516875,8.5853125,-1.1196875,0,185,185
-7.014,8.63375,-1.101,0,186,186
-6.749933333,8.689266667,-1.1116,0,190,190
-6.794,8.8575,-1.10575,0,191,191
-6.883,9,-1.1245,0,192,192
-6.837,9.027,-1.056,0,197,197
-7.081666667,8.672666667,-1.258666667,0,206,206
-7.197,8.7545,-1.3295,0,207,207
-6.836923077,8.586230769,-1.298076923,0,210,210
-7.008666667,8.658333333,-1.328333333,0,211,211
-6.744777778,8.663777778,-1.289555556,0,215,215
-6.811333333,8.875666667,-1.309,0,216,216
-6.904,9.029,-1.196,0,217,217
